,filename,wavfile,modality,modality_number,modality_code,subject,session,start,end,duration,emotion,valence_raw,activation_raw,dominance_raw,emotion_pair,valence,arousal,annotations_selfreport,annotations,annotations_proportion,sad_times,sad_dur,words_data,syl_avg_dur,syl_avg_rate,syl_times,annotations_entropy,annotations_entropy_self_report,annotations_full_agreement,sentences
Ses01F_script01_3_F002,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F002.wav,Ses01F_script01_3_F002.wav,script,1,script01,Ses01F,1,0,8.96075,8.96075,neutral,3.3333,2.0,2.3333,"-,+",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(2.06, 2.27), (3.81, 3.88), (3.89, 4.06), (4.07, 4.16), (4.27, 4.59), (4.6, 4.87), (6.71, 6.77), (6.82, 7.07), (7.08, 7.33), (7.34, 7.59)]",194,"[[2.06, 2.27, '++BREATHING++'], [3.81, 3.88, 'YOU'], [3.89, 4.06, 'KNOW'], [4.07, 4.16, ""IT'S""], [4.27, 4.59, 'LOVELY'], [4.6, 4.87, 'HERE'], [6.71, 6.77, 'THE'], [6.82, 7.07, 'AIR'], [7.08, 7.33, 'IS'], [7.34, 7.59, 'SWEET']]",0.172,5.813953488372094,"[(3.81, 3.88), (3.89, 4.06), (4.07, 4.16), (4.27, 4.44), (4.45, 4.59), (4.6, 4.87), (6.71, 6.77), (6.82, 7.07), (7.08, 7.33), (7.34, 7.59)]",0.6365141682948128,0.6365141682948128,False,++BREATHING++ YOU KNOW IT'S LOVELY HERE THE AIR IS SWEET
Ses01F_script01_3_F003,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F003.wav,Ses01F_script01_3_F003.wav,script,1,script01,Ses01F,1,0,7.8244375,7.8244375,neutral,3.0,1.3333,2.3333,"-,-",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(0.37, 0.42), (0.65, 0.87), (0.88, 1.16), (1.17, 1.41), (2.17, 2.29), (4.43, 4.87), (6.03, 6.06), (6.18, 6.32), (6.43, 6.77)]",186,"[[0.37, 0.42, ""I'M""], [0.65, 0.87, 'NOT'], [0.88, 1.16, 'SORRY'], [1.17, 1.41, 'NO'], [2.17, 2.29, 'BUT'], [4.43, 4.87, ""I'M""], [6.03, 6.06, 'I'], [6.18, 6.32, ""CAN'T""], [6.43, 6.77, 'STAY']]",0.185,5.405405405405405,"[(0.37, 0.42), (0.65, 0.87), (0.88, 1.0), (1.01, 1.16), (1.17, 1.41), (2.17, 2.29), (4.43, 4.87), (6.03, 6.06), (6.18, 6.32), (6.43, 6.77)]",0.6365141682948128,0.6365141682948128,False,I'M NOT SORRY NO BUT I'M I CAN'T STAY
Ses01F_script01_3_F004,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F004.wav,Ses01F_script01_3_F004.wav,script,1,script01,Ses01F,1,0,3.28,3.28,neutral,3.3333,2.6667,2.6667,"-,+",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(0.75, 0.84), (0.85, 1.02), (1.03, 1.21), (1.22, 1.3), (1.31, 1.49), (1.5, 1.69), (1.7, 1.8), (1.81, 2.05), (2.06, 2.11), (2.12, 2.2), (2.21, 2.7)]",185,"[[0.75, 0.84, 'FOR'], [0.85, 1.02, 'ONE'], [1.03, 1.21, 'THING'], [1.22, 1.3, 'YOUR'], [1.31, 1.49, 'MOTHER'], [1.5, 1.69, 'MUCH'], [1.7, 1.8, 'AS'], [1.81, 2.05, 'TOLD'], [2.06, 2.11, 'ME'], [2.12, 2.2, 'TO'], [2.21, 2.7, 'GO']]",0.16272727272727272,6.145251396648045,"[(0.75, 0.84), (0.85, 1.02), (1.03, 1.21), (1.22, 1.3), (1.31, 1.43), (1.44, 1.49), (1.5, 1.69), (1.7, 1.8), (1.81, 2.05), (2.12, 2.2), (2.21, 2.7)]",0.6365141682948128,0.6365141682948128,False,FOR ONE THING YOUR MOTHER MUCH AS TOLD ME TO GO
Ses01F_script01_3_F005,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F005.wav,Ses01F_script01_3_F005.wav,script,1,script01,Ses01F,1,0,4.5099375,4.5099375,neutral,3.3333,2.0,1.6667,"-,+",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(0.61, 0.73), (0.74, 1.07), (1.29, 1.73), (3.11, 3.2), (3.21, 3.38), (3.51, 3.67), (3.81, 3.87)]",137,"[[0.61, 0.73, 'AND'], [0.74, 1.07, 'THEN'], [1.29, 1.73, 'YOU'], [3.11, 3.2, ""YOU'VE""], [3.21, 3.38, 'BEEN'], [3.51, 3.67, 'KIND'], [3.81, 3.87, 'OF']]",0.19571428571428573,5.10948905109489,"[(0.61, 0.73), (0.74, 1.07), (1.29, 1.73), (3.11, 3.2), (3.21, 3.38), (3.51, 3.67), (3.81, 3.87)]",0.6365141682948128,0.6365141682948128,False,AND THEN YOU YOU'VE BEEN KIND OF
Ses01F_script01_3_F006,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F006.wav,Ses01F_script01_3_F006.wav,script,1,script01,Ses01F,1,0,4.8830625,4.8830625,neutral,3.0,2.3333,2.3333,"-,-",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(1.07, 1.37), (1.38, 1.49), (1.5, 2.24), (2.25, 2.42), (2.43, 2.67), (2.68, 2.78), (2.82, 3.01), (3.02, 3.24)]",207,"[[1.07, 1.37, 'SORT'], [1.38, 1.49, 'OF'], [1.5, 2.24, 'EMBARRASSED'], [2.25, 2.42, 'EVER'], [2.43, 2.67, 'SINCE'], [2.68, 2.78, 'I'], [2.82, 3.01, 'GOT'], [3.02, 3.24, 'HERE']]",0.18545454545454546,5.392156862745098,"[(1.07, 1.37), (1.38, 1.49), (1.5, 1.69), (1.7, 1.86), (1.87, 2.24), (2.25, 2.27), (2.28, 2.42), (2.43, 2.67), (2.68, 2.78), (2.82, 3.01), (3.02, 3.24)]",0.6365141682948128,0.6365141682948128,False,SORT OF EMBARRASSED EVER SINCE I GOT HERE
Ses01F_script01_3_F007,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F007.wav,Ses01F_script01_3_F007.wav,script,1,script01,Ses01F,1,0,2.8843125,2.8843125,neutral,2.6667,1.3333,2.3333,"-,-",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(1.0, 1.03), (1.04, 1.27), (1.28, 1.39), (1.4, 1.67)]",64,"[[1.0, 1.03, 'I'], [1.04, 1.27, 'KNEW'], [1.28, 1.39, 'THEY'], [1.4, 1.67, 'WOULD']]",0.16,6.25,"[(1.0, 1.03), (1.04, 1.27), (1.28, 1.39), (1.4, 1.67)]",0.6365141682948128,0.6365141682948128,False,I KNEW THEY WOULD
Ses01F_script01_3_F008,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F008.wav,Ses01F_script01_3_F008.wav,script,1,script01,Ses01F,1,0,6.27,6.27,neutral,3.6667,2.6667,3.0,"-,+",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(0.62, 0.7), (0.81, 1.36), (1.37, 1.56), (1.57, 1.66), (1.67, 2.01), (2.02, 2.25), (2.26, 2.31), (2.32, 2.59), (3.46, 3.8), (3.81, 4.0), (4.01, 4.1), (4.11, 4.17), (4.18, 4.69)]",299,"[[0.62, 0.7, 'WELL'], [0.81, 1.36, 'SURE'], [1.37, 1.56, 'FROM'], [1.57, 1.66, 'YOUR'], [1.67, 2.01, ""MOTHER'S""], [2.02, 2.25, 'POINT'], [2.26, 2.31, 'OF'], [2.32, 2.59, 'VIEW'], [3.46, 3.8, 'WHY'], [3.81, 4.0, 'ELSE'], [4.01, 4.1, 'WOULD'], [4.11, 4.17, 'I'], [4.18, 4.69, 'COME']]",0.21285714285714286,4.697986577181208,"[(0.62, 0.7), (0.81, 1.36), (1.37, 1.56), (1.57, 1.66), (1.67, 1.8), (1.81, 2.01), (2.02, 2.25), (2.26, 2.31), (2.32, 2.59), (3.46, 3.8), (3.81, 4.0), (4.01, 4.1), (4.11, 4.17), (4.18, 4.69)]",0.6365141682948128,0.6365141682948128,False,WELL SURE FROM YOUR MOTHER'S POINT OF VIEW WHY ELSE WOULD I COME
Ses01F_script01_3_F009,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F009.wav,Ses01F_script01_3_F009.wav,script,1,script01,Ses01F,1,0,7.0599375,7.0599375,neutral,4.0,3.0,2.0,"-,+",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(1.4, 1.81), (1.99, 2.23), (2.37, 2.44), (2.45, 2.83), (2.87, 2.89), (3.07, 3.15), (3.19, 3.65), (3.85, 4.22), (4.23, 4.37), (4.61, 4.76), (4.77, 4.85), (4.89, 5.23)]",274,"[[1.4, 1.81, 'I'], [1.99, 2.23, 'UMM'], [2.37, 2.44, 'I'], [2.45, 2.83, 'GUESS'], [2.87, 2.89, 'I'], [3.07, 3.15, 'GUESS'], [3.19, 3.65, ""THAT'S""], [3.85, 4.22, 'KIND'], [4.23, 4.37, 'OF'], [4.61, 4.76, 'WHY'], [4.77, 4.85, 'I'], [4.89, 5.23, 'CAME']]",0.22833333333333333,4.37956204379562,"[(1.4, 1.81), (1.99, 2.23), (2.37, 2.44), (2.45, 2.83), (2.87, 2.89), (3.07, 3.15), (3.19, 3.65), (3.85, 4.22), (4.23, 4.37), (4.61, 4.76), (4.77, 4.85), (4.89, 5.23)]",0.6365141682948128,0.6365141682948128,False,I UMM I GUESS I GUESS THAT'S KIND OF WHY I CAME
Ses01F_script01_3_F010,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F010.wav,Ses01F_script01_3_F010.wav,script,1,script01,Ses01F,1,0,1.402625,1.402625,happiness,4.6667,3.6667,2.3333,"+,+",",",+,nan,"[['excited', 'happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.25, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.75, 'disgusted': 0.0}","[(0.85, 0.97)]",12,"[[0.85, 0.97, '++BREATHING++']]",,,[],0.6365141682948128,0.6365141682948128,False,++BREATHING++
Ses01F_script01_3_F011,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F011.wav,Ses01F_script01_3_F011.wav,script,1,script01,Ses01F,1,0,2.7724375,2.7724375,happiness,4.6667,4.0,2.6667,"+,+",",",+,nan,"[['happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 1.0, 'disgusted': 0.0}","[(0.36, 0.98)]",62,"[[0.36, 0.98, '++LAUGHTER++']]",,,[],0.0,0.0,True,++LAUGHTER++
Ses01F_script01_3_F012,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F012.wav,Ses01F_script01_3_F012.wav,script,1,script01,Ses01F,1,0,5.1474375,5.1474375,happiness,5.0,4.3333,2.3333,"+,+",",",+,nan,"[['happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 1.0, 'disgusted': 0.0}","[(0.36, 4.54)]",418,"[[0.36, 4.54, '++LAUGHTER++']]",,,[],0.0,0.0,True,++LAUGHTER++
Ses01F_script01_3_F013,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F013.wav,Ses01F_script01_3_F013.wav,script,1,script01,Ses01F,1,0,1.8,1.8,happiness,4.3333,3.3333,2.3333,"+,+",",",+,nan,"[['happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 1.0, 'disgusted': 0.0}","[(0.33, 0.5), (1.04, 1.25)]",38,"[[0.33, 0.5, 'NO'], [1.04, 1.25, 'NO']]",0.19,5.2631578947368425,"[(0.33, 0.5), (1.04, 1.25)]",0.0,0.0,True,NO NO
Ses01F_script01_3_F014,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F014.wav,Ses01F_script01_3_F014.wav,script,1,script01,Ses01F,1,0,4.9174375,4.9174375,neutral,3.0,2.6667,3.0,"-,-",",",-,nan,"[['happiness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(1.02, 1.3), (1.31, 1.43), (1.47, 1.62), (1.63, 1.88), (1.89, 1.99), (2.0, 2.46), (2.7, 3.0), (3.05, 3.44)]",205,"[[1.02, 1.3, 'CHRIS'], [1.31, 1.43, ""I'VE""], [1.47, 1.62, 'BEEN'], [1.63, 1.88, 'READY'], [1.89, 1.99, 'A'], [2.0, 2.46, 'LONG'], [2.7, 3.0, 'LONG'], [3.05, 3.44, 'TIME']]",0.22666666666666668,4.411764705882352,"[(1.02, 1.3), (1.31, 1.43), (1.47, 1.62), (1.63, 1.73), (1.74, 1.88), (1.89, 1.99), (2.0, 2.46), (2.7, 3.0), (3.05, 3.44)]",0.6365141682948128,0.6365141682948128,False,CHRIS I'VE BEEN READY A LONG LONG TIME
Ses01F_script01_3_F015,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F015.wav,Ses01F_script01_3_F015.wav,script,1,script01,Ses01F,1,0,3.6044375,3.6044375,neutral,3.0,2.0,2.3333,"-,-",",",-,nan,"[['sadness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.3333333333333333, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.74, 0.85), (0.86, 1.1), (1.11, 1.29), (1.3, 1.63), (1.64, 1.85), (1.86, 2.08), (2.09, 2.34)]",154,"[[0.74, 0.85, 'I'], [0.86, 1.1, 'ALMOST'], [1.11, 1.29, 'GOT'], [1.3, 1.63, 'MARRIED'], [1.64, 1.85, 'TWO'], [1.86, 2.08, 'YEARS'], [2.09, 2.34, 'AGO']]",0.151,6.622516556291391,"[(0.74, 0.85), (0.86, 0.94), (0.95, 1.1), (1.11, 1.29), (1.3, 1.41), (1.42, 1.63), (1.64, 1.85), (1.86, 2.08), (2.09, 2.13), (2.14, 2.34)]",0.6365141682948128,0.6365141682948128,False,I ALMOST GOT MARRIED TWO YEARS AGO
Ses01F_script01_3_F016,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F016.wav,Ses01F_script01_3_F016.wav,script,1,script01,Ses01F,1,0,2.988625,2.988625,neutral,2.6667,1.6667,1.6667,"-,-",",",-,nan,"[['sadness'], ['neutral'], ['neutral']]","{'neutral': 0.6666666666666666, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.3333333333333333, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.56, 0.68), (0.69, 1.07), (1.08, 1.18), (1.19, 1.36), (1.37, 1.54)]",94,"[[0.56, 0.68, 'YOU'], [0.69, 1.07, 'STARTED'], [1.08, 1.18, 'TO'], [1.19, 1.36, 'WRITE'], [1.37, 1.54, 'ME']]",0.155,6.451612903225807,"[(0.56, 0.68), (0.69, 0.9), (0.91, 1.07), (1.08, 1.18), (1.19, 1.36), (1.37, 1.54)]",0.6365141682948128,0.6365141682948128,False,YOU STARTED TO WRITE ME
Ses01F_script01_3_F017,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F017.wav,Ses01F_script01_3_F017.wav,script,1,script01,Ses01F,1,0,2.17,2.17,happiness,4.3333,3.0,2.6667,"-,+",",",-,nan,"[['happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 1.0, 'disgusted': 0.0}","[(0.48, 0.71), (0.72, 0.92), (0.93, 1.3)]",80,"[[0.48, 0.71, 'EVERY'], [0.72, 0.92, 'DAY'], [0.93, 1.3, 'SINCE']]",0.1975,5.063291139240506,"[(0.48, 0.62), (0.63, 0.71), (0.72, 0.92), (0.93, 1.3)]",0.0,0.0,True,EVERY DAY SINCE
Ses01F_script01_3_F018,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F018.wav,Ses01F_script01_3_F018.wav,script,1,script01,Ses01F,1,0,6.86,6.86,unassigned,4.3333,4.3333,4.3333,"+,+",",",+,nan,"[['excited'], ['excited', 'happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.5, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.5, 'disgusted': 0.0}","[(0.4, 0.59), (0.6, 0.78), (0.79, 1.08), (1.12, 1.19), (1.2, 1.25), (1.54, 1.92), (2.55, 2.69), (2.7, 2.87), (2.91, 3.13), (3.14, 3.23), (3.24, 3.94), (3.95, 4.04), (4.05, 4.26), (4.27, 4.38), (4.39, 4.52), (4.53, 4.7), (4.71, 4.92), (5.22, 5.57), (5.58, 5.84), (5.85, 6.05)]",421,"[[0.4, 0.59, 'I'], [0.6, 0.78, 'WAS'], [0.79, 1.08, 'WAITING'], [1.12, 1.19, 'FOR'], [1.2, 1.25, 'YOU'], [1.54, 1.92, 'CHRIS'], [2.55, 2.69, 'YOU'], [2.7, 2.87, 'SURE'], [2.91, 3.13, 'CAN'], [3.14, 3.23, 'BE'], [3.24, 3.94, 'AMBIGUOUS'], [3.95, 4.04, 'YOU'], [4.05, 4.26, 'KNOW'], [4.27, 4.38, 'AND'], [4.39, 4.52, 'WHEN'], [4.53, 4.7, 'YOU'], [4.71, 4.92, 'DID'], [5.22, 5.57, 'FINALLY'], [5.58, 5.84, 'WRITE'], [5.85, 6.05, 'ME']]",0.1596153846153846,6.265060240963856,"[(0.4, 0.59), (0.6, 0.78), (0.79, 0.93), (0.94, 1.08), (1.12, 1.19), (1.2, 1.25), (1.54, 1.92), (2.55, 2.69), (2.7, 2.87), (2.91, 3.13), (3.14, 3.23), (3.24, 3.42), (3.43, 3.56), (3.57, 3.73), (3.74, 3.94), (3.95, 4.04), (4.05, 4.26), (4.27, 4.38), (4.39, 4.52), (4.53, 4.7), (4.71, 4.92), (5.22, 5.35), (5.36, 5.44), (5.45, 5.57), (5.58, 5.84), (5.85, 6.05)]",1.0986122886681096,1.0986122886681096,False,I WAS WAITING FOR YOU CHRIS YOU SURE CAN BE AMBIGUOUS YOU KNOW AND WHEN YOU DID FINALLY WRITE ME
Ses01F_script01_3_F019,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F019.wav,Ses01F_script01_3_F019.wav,script,1,script01,Ses01F,1,0,2.7699375,2.7699375,happiness,4.3333,4.0,3.3333,"+,+",",",+,nan,"[['happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 1.0, 'disgusted': 0.0}","[(0.74, 0.98), (0.99, 1.24), (1.25, 1.32), (1.39, 1.8)]",97,"[[0.74, 0.98, 'BEATING'], [0.99, 1.24, 'AROUND'], [1.25, 1.32, 'THE'], [1.39, 1.8, 'BUSH']]",0.15833333333333333,6.315789473684211,"[(0.74, 0.88), (0.89, 0.98), (0.99, 1.06), (1.07, 1.24), (1.25, 1.32), (1.39, 1.8)]",0.0,0.0,True,BEATING AROUND THE BUSH
Ses01F_script01_3_F020,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F020.wav,Ses01F_script01_3_F020.wav,script,1,script01,Ses01F,1,0,7.471,7.471,happiness,4.3333,3.6667,3.6667,"+,+",",",+,nan,"[['happiness'], ['excited', 'happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.25, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.75, 'disgusted': 0.0}","[(0.62, 1.0), (1.04, 1.19), (1.2, 1.53), (1.54, 1.93), (1.94, 2.3), (2.59, 2.78), (2.79, 2.91), (2.92, 3.08), (3.09, 3.21), (3.25, 3.36), (3.37, 3.58), (3.59, 3.8), (3.81, 3.87), (3.88, 3.94), (3.95, 4.11), (4.15, 4.5), (4.51, 4.97), (5.01, 5.14), (5.15, 5.47), (5.48, 5.77), (5.78, 5.84), (5.91, 5.98), (5.99, 6.04), (6.05, 6.34), (6.35, 6.57), (6.58, 6.74)]",541,"[[0.62, 1.0, 'I'], [1.04, 1.19, 'WILL'], [1.2, 1.53, 'NEVER'], [1.54, 1.93, 'FORGIVE'], [1.94, 2.3, 'YOU'], [2.59, 2.78, 'ALL'], [2.79, 2.91, ""I'D""], [2.92, 3.08, 'DONE'], [3.09, 3.21, 'WAS'], [3.25, 3.36, 'SIT'], [3.37, 3.58, 'AROUND'], [3.59, 3.8, 'WONDERING'], [3.81, 3.87, 'IF'], [3.88, 3.94, 'I'], [3.95, 4.11, 'WAS'], [4.15, 4.5, 'CRAZY'], [4.51, 4.97, 'WAITING'], [5.01, 5.14, 'SO'], [5.15, 5.47, 'LONG'], [5.48, 5.77, 'WONDERING'], [5.78, 5.84, 'IF'], [5.91, 5.98, 'YOU'], [5.99, 6.04, 'WERE'], [6.05, 6.34, 'THINKING'], [6.35, 6.57, 'ABOUT'], [6.58, 6.74, 'ME']]",0.14277777777777778,7.003891050583658,"[(0.62, 1.0), (1.04, 1.19), (1.2, 1.36), (1.37, 1.53), (1.54, 1.67), (1.68, 1.93), (1.94, 2.3), (2.59, 2.78), (2.79, 2.91), (2.92, 3.08), (3.09, 3.21), (3.25, 3.36), (3.37, 3.4), (3.41, 3.58), (3.59, 3.67), (3.68, 3.74), (3.75, 3.8), (3.81, 3.87), (3.88, 3.94), (3.95, 4.11), (4.15, 4.39), (4.4, 4.5), (4.51, 4.83), (4.84, 4.97), (5.01, 5.14), (5.15, 5.47), (5.48, 5.61), (5.62, 5.7), (5.71, 5.77), (5.78, 5.84), (5.91, 5.98), (5.99, 6.04), (6.05, 6.18), (6.19, 6.34), (6.35, 6.37), (6.38, 6.57)]",0.6365141682948128,0.6365141682948128,False,I WILL NEVER FORGIVE YOU ALL I'D DONE WAS SIT AROUND WONDERING IF I WAS CRAZY WAITING SO LONG WONDERING IF YOU WERE THINKING ABOUT ME
Ses01F_script01_3_F021,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F021.wav,Ses01F_script01_3_F021.wav,script,1,script01,Ses01F,1,0,2.7549375,2.7549375,happiness,4.0,2.3333,3.0,"-,+",",",-,nan,"[['happiness'], ['happiness'], ['happiness']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 1.0, 'disgusted': 0.0}","[(0.72, 0.88), (0.89, 1.04), (1.08, 1.3), (1.31, 1.41), (1.42, 1.73)]",94,"[[0.72, 0.88, 'NOT'], [0.89, 1.04, 'LIKE'], [1.08, 1.3, 'THAT'], [1.31, 1.41, ""YOU'RE""], [1.42, 1.73, 'NOT']]",0.188,5.319148936170213,"[(0.72, 0.88), (0.89, 1.04), (1.08, 1.3), (1.31, 1.41), (1.42, 1.73)]",0.0,0.0,True,NOT LIKE THAT YOU'RE NOT
